Author,Ulasan,cleaned_text,sentiment,confidence
@abrizamsera5411,"Yg kemarin menghina mas gibran katanya blimbing sayur &amp; anak ingusan, pasti pd gigit jari, kalian lihat khan klu gibran punya kwalitas,, pilihanku mmang hebat, gak salah pilih prabowo gibran.. Salam ✌jari",kemarin hina mas gibran blimbing sayur amp anak ingus gigit jari lihat khan klu gibran kwalitas pilih mmang hebat gak salah pilih prabowo gibran salam jari,Positif,0.37742164731025696
@swittasari7038,"Bangga bangsa ini memiliki  mahfud md,dan gibran rakabumi ...",bangga bangsa milik mahfud mddan gibran rakabumi,Positif,0.3788822591304779
@hambaalloh2951,Kita lihat dari cara berpakaiannya dari etikaanya dari adabnyadari cara berbicara dana jara berjalan nom 1 yang pantas dan semoga nom 1 menjadi persiden<br>Maaf ya saya bosen samaa bapak itu mulu,lihat pakai etikaanya adabnyadari bicara dana jara jalan nom moga nom persidenbrmaaf bosen samaa mulu,Positif,0.3849799335002899
@Mayamaya-zc6xz,bismillah pak anis,bismillah anis,Netral,0.4470830261707306
@mrafiofficial5783,Pak mahfud : mas gibran... 😅,mahfud mas gibran,Positif,0.3796088993549347
@yehezkielyerry2922,Sama Bocil saja salting... Gue Selepe juga loo Amin. 😂😂😂.. Bravo Prabowo Gibran ❤,bocil salting gue selepe loo amin bravo prabowo gibran,Netral,0.39764222502708435
@danusindramanu2445,Al in prabowo gibrannn,prabowo gibrannn,Netral,0.37391358613967896
@IbrahimNaafi-td8gl,"Maasyaallah.. 1 tahun 5 miliyar untuk 1 desa, nanti pasti mati2an orang akan mencalonkan diri jadi kepala desa. Bukan karena anamah tapi karena uang 5 M.",maasyaallah miliyar desa mati orang calon kepala desa anamah uang,Negatif,0.3748381435871124
@heriustiantopabeta1829,Gibran luar biasa... Anak muda  auto bergerak 02 all in❤❤,gibran anak muda auto gerak all,Positif,0.3627815246582031
@user-ve6jk5gj9f,Prabowo ok,prabowo,Positif,0.3501608669757843
@user-ve6jk5gj9f,Ngawur min,ngawur min,Negatif,0.39446061849594116
@agusfirmansyah450,Lah 😂kalo tau jawabannya kenapa nanya 😮,kalo tau jawab nanya,Netral,0.3940199613571167
@rismawinda5382,Aku pilih Prabowo gibran Tapi aku sayang sama pak Mahfud beliau jujur untuk memajukan indonesia,pilih prabowo gibran sayang mahfud beliau jujur maju indonesia,Netral,0.4082895517349243
@novydiyana2198,Slepet...slepet.. slepet...😅😅😅,slepetslepet slepet,Netral,0.3881218135356903
@user-ss2gk7ip7g,"Sebelumnya maaf Prof Mahfud maaf banget.. Pertama, ketika anda bicara masalah korupsi, anda mengungkapkan betapa parahnya korupsi di negri ini, luarbiasa sampai anda mengatakan saking parahnya, korupsi sudah terjadi di 3 matra darat laut udara.. lhaaa saya yg nyimak jadi bingung sumpah, dekremah ria.. prof mahfud seperti peribahasa “menepuk air di dulang terpercik ke muka sendiri”.. Bukankah selama ini Prof Mahfud menjabat sebagai MENKOPOLHUKAM.. Lha kalo korupsi makin parah berarti anda gagal dong jadi MENKOPOLHUKAM. Kan salah satu kewenangan Menkopolhukam adalah menegakan supremasi hukum yg di dalamnya salah satunya termasuk pemberantasan korupsi. Dalam debat terus terang prof mahfud tampil seperti pengamat atau LSM.. padahal prof mahfud kan bagian dari birokrasi. Yg kedua, saya sangat menyayangkan prof mahfud pakaian khas madura, karena berpotensi di framing melakukan politik identitas. Karena politik identitas itu tdk hanya yg berhubungan dng agama saja, tapi bisa juga berhubungan dng etnis...",maaf prof mahfud maaf banget bicara korupsi betapa parah korupsi negri luarbiasa saking parah korupsi matra darat laut udara lhaaa nyimak bingung sumpah dekremah ria prof mahfud peribahasa tepuk air dulang percik muka prof mahfud jabat menkopolhukam lha kalo korupsi parah gagal menkopolhukam salah wenang menkopolhukam tega supremasi hukum dalam salah satu berantas korupsi debat terang prof mahfud tampil amat lsm prof mahfud birokrasi sayang prof mahfud pakai khas madura potensi framing politik identitas politik identitas tdk hubung dng agama hubung dng etnis,Negatif,0.3376092314720154
@adeputra7684,PROGRAM MAKAN SIANG GRATIS 😂😂😂😂😂😂😂,program makan siang gratis,Netral,0.3788551986217499
@abdulsomad8579,Jambi.. untuk prabowo gibran...,jambi prabowo gibran,Negatif,0.3563399314880371
@ignatiusyanuar5125,"Selamat natal dan Tahun baru, terima kasih mas GIBRAN..",selamat natal terima kasih mas gibran,Negatif,0.3763459026813507
@melvasihombing8907,"Cuma Gibran yg ngucapin salam ke 5 agama ,, menunjukkan kelas&#39;a sebagai seorg wakil pemimpin .",gibran ngucapin salam agama kelasa seorg wakil pimpin,Netral,0.36461880803108215
@abrizamsera5411,"Sy sih dr awal ttep tagak lurus dukung bpk prabowo gibran,, semoga prabowo gibran menang 1 putaran. Salam ✌jari..",sih ttep tagak lurus dukung bpk prabowo gibran moga prabowo gibran menang putar salam jari,Netral,0.35711756348609924
@user-oc3ye2fr9h,✌️,,Netral,1.0
@user-wv9fq1rx5n,Amin,amin,Negatif,0.35097530484199524
@achmadfajarpradana3454,Saya mau tanya . Indonesia itu paru2 dunia apa polusi dunia ya . Kok gk sempet mikir gitu . Bnyk polusi .  Kemacetan ?????,indonesia paru dunia polusi dunia sempet mikir gitu bnyk polusi macet,Negatif,0.34176576137542725
@mrafiofficial5783,Terharu gw dengan ucapan gibran😢😊,haru ucap gibran,Negatif,0.40481477975845337
@bagus2710,No 1 sama no 3 kebanyakan dongeng 😂,banyak dongeng,Netral,0.3934810757637024
@contrinxs1823,UU Perampasan Aset saja ditolak sebagian besar Partai ini kok brantas korupsi 😂😂,ampas aset tolak partai brantas korupsi,Positif,0.37503957748413086
@sikomobadut3591,Boleh juga marketing nya,marketing nya,Netral,0.36332228779792786
@cr-techofficial6650,O2,,Netral,1.0
@alfiannoor5155,All in Prabowo tu pang dah,all prabowo pang dah,Netral,0.34417644143104553
@GhaiskaAgripedia,Mau tanya wanita yg bilang “sudah” saat gibran bicara di menit berapa ya?,wanita bilang gibran bicara menit,Netral,0.40884292125701904
@abitibi9912,editan,edit,Netral,0.4111347198486328
@ajiianarki9805,Pak Prabowo-Mas Gibran ❤,prabowomas gibran,Positif,0.406341016292572
@rikirahmad2128,✌🏻,,Netral,1.0
@yirel4176,&quot;SGIE itu apa?&quot; Xixixii abiez😹😹😹,quotsgie apaquot xixixii abiez,Netral,0.38365671038627625
@flomauko4378,✌️,,Netral,1.0
@johantampubolon7019,"Itu lah perbedaan jaman skrg. Anak2 muda skrg ngak suka bertele2 lagi dalam teori. Apa yg di butuhkan itu yg di sampaikan. Dan pemikiran2 kolot harus di hilangkan, demi indonesia lebih maju lagi. Aku udh yakin dr awal kok bahwa gibran anak yg cerdas dan bijak. Mereka hanya ingin indonesia lebih maju lg.. Pasangan serasi lah dengan pak prabowo. 🙏🙏🙏",beda jaman skrg anak muda skrg ngak suka tele teori butuh pikir kolot hilang indonesia maju udh gibran anak cerdas bijak indonesia maju pasang serasi prabowo,Negatif,0.34516671299934387
@dynamisha,"Pak mahmufd md, singkat padat, mendalam.",mahmufd singkat padat dalam,Netral,0.4540771245956421
@alifalvin6794,No 2 ok juga,,Netral,1.0
@ismailsofyan7234,kalau gibran menang semoga bisa hadir hadir ditempat pengajian anak muda dan bisnis anak muda,gibran menang moga hadir hadir tempat aji anak muda bisnis anak muda,Negatif,0.3606712222099304
@meryseptryani2729,Mantap semua jawaban gibran    masuk akal  tidak hanya ilusi,mantap gibran masuk akal ilusi,Netral,0.42780226469039917
@jokosaputrachannel846,Sy sangat mendukung IKN di lanjutkan,dukung ikn lanjut,Negatif,0.44146043062210083
@centraljava9464,"kalo wapresnya anak muda, semoga Dia tau, anak muda Butuh sirkuit Balap, lapangan Bola dan pekerjaan gaji layak..<br>Kami tidak butuh bantuan uang kok, selama gaji kami layak..",kalo wapresnya anak muda moga tau anak muda butuh sirkuit balap lapang bola kerja gaji layakbrkami butuh bantu uang gaji layak,Negatif,0.4024832844734192
@windiwindi8818,prabowo gibran tetap di hati❤❤,prabowo gibran hati,Negatif,0.3604572117328644
@widyaharyani3116,"Mau benci Gibran, tapi Gk bisa. <br>Hampir semua jawabannya Singkat , to the point, dan masuk akal. <br><br><br>Semangat generasi muda, Slepeeeeeeeeet 😂",benci gibran brhampir jawab singkat the point masuk akal brbrbrsemangat generasi muda slepeeeeeeeeet,Netral,0.3612726628780365
@asiswanto6183,lanjut,,Netral,1.0
@jokosaputrachannel846,KPU harus adil,kpu adil,Negatif,0.48996487259864807
@only_hannn,"Duhh ngeri jg, mau ditingkatin bansos nya cak imin. Yg ada rakyat semakin malas krna disogok bantuan terus menerus",duhh ngeri ditingkatin bansos nya cak imin rakyat malas krna sogok bantu terus,Negatif,0.3523158133029938
@BossYT-xk6hx,Semakin yakin dengan PRABOWO GIBRAN,prabowo gibran,Positif,0.43251389265060425
@novianovia9138,Ditanya tips dan trik malah jawabnya kmn&quot; ...gak nyambung ah,tips trik kmnquot gak nyambung,Netral,0.3525685966014862
@bongok-mh7iv,jawa timur fuul amiiiin,jawa timur fuul amiiiin,Netral,0.42287662625312805
@alvinafrizal2846,All in Prabowo-gibran❤️,all prabowogibran,Negatif,0.37883466482162476
@pramuji5386,Mantap gibran luarbiasa..,mantap gibran luarbiasa,Netral,0.3807447552680969
@user-rs4rv5yi5f,G berbobot bener pidato penutup cak imin. Sgie aja gatau kok😢😢😢. Gibran jozzz,bobot bener pidato tutup cak imin sgie aja gatau gibran jozzz,Netral,0.3784080743789673
@DewiIsnaini-hq4ks,Anak muda yg sopan santun banget tambah suka aku,anak muda sopan santun banget suka,Netral,0.39133360981941223
@sansgraphid3448,Janji nmor 1 trlalu mengada2.. 😅 beratt. Tdak masuk akal. Masyarakat kini sudah lbih cerdas.,janji nmor trlalu ada beratt tdak masuk akal masyarakat lbih cerdas,Negatif,0.36001649498939514
@yudhatrioctaviyanto2645,PRABOWO❤GIBRAN🎉,prabowogibran,Positif,0.352098673582077
@user-mn1gq6vw7z,"yaelah no 3 kbnyakan ngumbar janji doang , di baca pulak janji wkwkwkwk kocak2",yaelah kbnyakan ngumbar janji doang baca pulak janji wkwkwkwk kocak,Negatif,0.4491788446903229
@tikobong,gue bingung sama jawbaan pasangan calon yg muter muter,gue bingung jawbaan pasang calon muter muter,Negatif,0.3556589186191559
@lantilee898,"Sempet ragu pilih siapa² , setelah nonton debat cawapres jd yakin pilih GIBRAN 👍🏻👍🏻 PRABOWO-GIBRAN UNTUK INDONESIA",sempet ragu pilih siapa nonton debat cawapres pilih gibran prabowogibran indonesia,Netral,0.4004615247249603
@sitiaminahiskhak74,"Pasti Pak Jokowi Senyum2 Lihat Mas Gibran Yg Dibilang Plonga Plongo,Dianggap Remeh Ternyata Bisa YES👍😍😍",jokowi senyum lihat mas gibran bilang plonga plongodianggap remeh yes,Netral,0.42322805523872375
@bettawarrior,Bansos.bansos.bansos<br>Amin memilih jalan menyogok rakyat 😂,bansosbansosbansosbramin pilih jalan sogok rakyat,Netral,0.44173771142959595
@zidansproject6020,"Kalau saya cermati lebih dalam memang GIBRAN percaya dirinya penuh tapi selama saya pahami dalam2 ko rasa2 nya jawabannya banyak yg ga nyambung ya. Bisa tau SGIE tapi ditanya tax ratio sama PROF MAHFUD , jawabannya malah berandai2 ttg kebun binatang. Kan yg ditanya 27% itu dana dari apa ? Malah bilang 30% maayarakt indonesia banyak yg blm punya NPWP. Artinya semua orang baik yg tdk punya pekerjaan haarus punya NPWP gitu? Berarti arahannya SIAP2 PAJAK AKAN DINAIKAN SEMENTARA PENGHASILAN TETAP. Yah makin susah warga Insonesia 😅 terus bahas CARBON STORAGE (bilang aja emisi karbon) kan hrsnya ada didebat januari. Knp dibahas sekarang ? 😂",cermat gibran percaya penuh paham nya jawab nyambung tau sgie tax ratio prof mahfud jawab beranda ttg kebun binatang dana bilang maayarakt indonesia blm npwp orang tdk kerja haarus npwp gitu arah pajak naik hasil yah susah warga insonesia bahas carbon storage bilang aja emisi karbon hrsnya debat januari knp bahas,Negatif,0.3723697066307068
@annisapuspita4827,mas gibrann kerenn&quot; bgtt jawabannya jelassss tegas ga bertele telee,mas gibrann kerennquot bgtt jawab jelassss tele telee,Negatif,0.43522804975509644
@andaraslalu4987,"Semakin yakin milih pak prabowo gibran, klo cak imin cocok klo berpasangan dgn anis klo ngomong tinggi tp susah untuk dia nnt merealisasikan 😅",milih prabowo gibran klo cak imin cocok klo pasang dgn anis klo ngomong susah nnt realisasi,Netral,0.3822159171104431
@hakimulamri4992,Yg banyak janji perlu di curigai😂,janji curiga,Netral,0.3679199814796448
@nofrianrahmadani1636,Milenial muda boleh intinya jgn gibran. 01 ri 1 amin 2024,milenial muda inti jgn gibran amin,Positif,0.38472527265548706
@dwipoetra451,Hilirisasi copypaste,hilir copypaste,Negatif,0.37088117003440857
@muhammadkhairulanam1342,Saya .dukung Prabowo gibran ❤,dukung prabowo gibran,Negatif,0.359302282333374
@keluargadivya6687,Pertanyaan pertama cara menyeimbangkan ekonomi digital dgn pedagang non digital. Tp kok jawabannya malah penanganan pinjol ya😅,imbang ekonomi digital dgn dagang non digital jawab tangan pinjol,Netral,0.37280985713005066
@Dante-ry8nl,Pe nylelepet ter slepet 😂,nylelepet ter slepet,Netral,0.48623111844062805
@sitifauziah2869,"Jujur sejauh ini d hati blm bisa memantapkan pilihan, tapi doa gue pengin negara adil seadil²nya",jujur hati blm mantap pilih doa gue pengin negara adil adil nya,Netral,0.3663884103298187
@dimanra6252,"Ternyata oh ternyata IKN bulsit dr investor, dan negara ini diatur oleh google bukan  negara yang mengatur... Oh Indonesiaku... Ternyata IKN adalah tender elit bukan solusi buat rakyat yg semakin terlilit... Hmmm",ikn bulsit investor negara atur google negara atur indonesia ikn tender elit solusi rakyat lilit hmmm,Positif,0.36782002449035645
@doddyoctafiandy6436,Prabowooo gibrannn🔥🔥🔥🔥,prabowooo gibrannn,Netral,0.36476561427116394
@nawiemaldini5729,Goks buat gibran,goks gibran,Positif,0.3419719934463501
@wayansutriani7994,"terlepas dr hak pilih kedepannya, sangat memuaskan dn membuka lebih lagi pengetahuan disesi kali ini<br>jawaban dr cwpres no 2 sangat memuaskan, sopan dan tau etika<br>tidak lupa juga memberikan salam yg berbeda&quot; untuk menghormati 5 agama di indonesia<br><br>teruskan perjuanganmu, sopan santunmy dan etika mu, ini sangat membanggakan sebagai anak muda ❤",lepas hak pilih depan muas buka tahu sesi kali inibrjawaban cwpres muas sopan tau etikabrtidak lupa salam berbedaquot hormat agama indonesiabrbrteruskan juang sopan santunmy etika bangga anak muda,Negatif,0.35048192739486694
@buchex9926,Mana ada hilirisasi digital... Biar kliatan keren.. dikira semua orang Indonesia bisa dibodohi apa,hilir digital biar kliatan keren orang indonesia bodoh,Netral,0.3595948815345764
@Calonorangbaik,"Saya berapa hari yang lalu jujur saja bingung pilih yang mana, soalnya tiga paslon luar biasa semua, tapi setelah melihat ini terjawab sudah, tanpa mengurangi rasa hormat saya pilih Prabowo, melihat kualitas dan kelayakan, kalau Anies cocoknya jadi mentri,  Ganjar juga keren, tapi pingin hal baru, kalau partai merah sosok dibelakang layarnya yang ngeri,",jujur bingung pilih paslon jawab kurang hormat pilih prabowo kualitas layak anies cocok tri ganjar keren pingin partai merah sosok belakang layar ngeri,Netral,0.35900312662124634
@samudinudin4238,3,,Netral,1.0
@gitameylanda6309,"JABAR ALL IN PRABOWO sudah terlihat jelas yang bakal menjamin kedepannya, banyak yang raguin mas Gibran tapi setelah liat debat cawapres saya yakin keraguan itu tidak ada",jabar all prabowo jamin depan raguin mas gibran liat debat cawapres ragu,Positif,0.38963204622268677
@unye0091,No 3 knp? 😂😂😂😂,knp,Negatif,0.3778155446052551
@NgelihatFakta,"Bisa ga sih kalo visi misi mau nyapres tuh ga usah sok2an ngomongin korupsi mau brantas korupsi di indonesia, berat bos, untuk sementara hampir mustahil, jadi ga usah muluk2 bahas2 mau brantas korupsi cuman demi cari jabatan",sih kalo visi misi nyapres tuh sok ngomongin korupsi brantas korupsi indonesia berat bos mustahil muluk bahas brantas korupsi cuman cari jabat,Negatif,0.3696379065513611
@AgussudanaAgus-vf5vg,"ass.saya agak bingung mendengarkan jawaban cawapres no 1.katanya masalah kota2 perlu dibangun lebih banyak,tapi kenapa ada pembangunan IKN menolak mentah2...hadeuhhhh udah mulai keliatan tanda2 ucapan yang menurut saya agak ngaco",asssaya bingung dengar cawapres kota bangun banyaktapi bangun ikn tolak mentahhadeuhhhh udah liat tanda ucap ngaco,Negatif,0.3883669972419739
@gawingf991,Kelitan nya susuk ir sakarno mirip gibran cerdas nya luar biasa oke,kelit nya susuk sakarno gibran cerdas nya oke,Netral,0.398679256439209
@user-hx9lu1gz2g,Mafud sudah menjawab pertanyaan gibran malah d bilang ngawang2 rada gila gibran😅 no 3 maju trs,mafud gibran bilang ngawang rada gila gibran maju trs,Positif,0.36356058716773987
@jeloxaipiri726,Setuju,tuju,Negatif,0.3777844309806824
@arthamaratama7980,KONGRITTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT JOS,kongritttttttttttttttttttttttttttttttttttttttt jos,Netral,0.40861669182777405
@afwanmaulana4772,Paslon no 3 kaya yang nunggu perintah aja dari ibunya wkwkwkw,paslon kaya nunggu perintah aja ibu wkwkwkw,Netral,0.38351112604141235
@muhamadhariri5958,Logisnya adalah pilihlah pemimpin yang jauh dari pusat pemerintahan/kekuasaan.semoga indonesia ke depan lbh baik..Aamiin,logis pilih pimpin pusat pemerintahankekuasaansemoga indonesia lbh baikaamiin,Negatif,0.40369153022766113
@firmanbahtiar7038,Visi Misi nya Menggetarkan Hati Kami Rakyat 🇮🇩 Gus Muhaimin Is The Best👍,visi misi nya getar hati rakyat gus muhaimin the best,Negatif,0.4173295497894287
@TALIFUSO,Sebagai org waras sehat jasmani dan rohani saya pilih paslon no. 02.,org waras sehat jasmani rohani pilih paslon,Netral,0.4817960560321808
@POTROJOYOBANgrosirdanece-pg8bf,ALHAMDULILLAH SEMUA PENDUKUNG PRABOWO GIBRAN WARAS。 TAPI MAAF ，，WARAS AJA BEGINI GIMANA GILANYA YA。。HAHAHA,alhamdulillah dukung prabowo gibran waras maaf waras aja gimana gila yahahaha,Negatif,0.3538200855255127
@ikanbesar5792,"Coba dengerin menit <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m02s"">1:46:02</a> yg ngomong udah siapa😅😅😅😅",coba dengerin menit href ngomong udah,Negatif,0.36836299300193787
@hengkertamvan,​@@ikanbesar5792panitia kpu itu cill,kpu cill,Negatif,0.37300539016723633
@Covid--19virus,"Ternyata ada yg lebih kosong dari samsul, pendukungnya 😮",kosong samsul dukung,Netral,0.3611201345920563
@dedidedi6964,Plongo jilid dua dong😂,plongo jilid,Positif,0.4245505928993225
@DIMASGADANGT,Awalnya aku meragukan gibran tp setelah melihat ini waooow🎉😍🔥,ragu gibran waooow,Negatif,0.34991732239723206
@elisao.s.dsilawanebessy3216,ALL IN PRABOWO GIBRAN. <br>Anies Amin lips service. <br>Ganjar Mahmud SARA.,all prabowo gibran branies amin lips service brganjar mahmud sara,Negatif,0.41248318552970886
